日経平均,日足,,,
日付,始値,高値,安値,終値
2011/7/26,10078.48,10130.25,10043.99,10097.72
2011/7/25,10080.82,10091.02,10039.1,10050.01
2011/7/22,10096.89,10149.18,10076.53,10132.11
2011/7/21,10019.94,10026.18,9974,10010.39
2011/7/20,10008,10042.75,9986.33,10005.9
2011/7/19,9921.5,9945.72,9889.72,9889.72
2011/7/15,9919.59,9985.32,9919.1,9974.47
2011/7/14,9929.18,9998.49,9884,9936.12
2011/7/13,9891.11,9979.67,9887.33,9963.14
2011/7/12,9943.32,9971.14,9907.81,9925.92
2011/7/11,10069.01,10109.3,10057.77,10069.53
2011/7/8,10205.71,10207.91,10126.47,10137.73
2011/7/7,10047.15,10102.19,10029.33,10071.14
2011/7/6,9987.25,10082.48,9967.87,10082.48
2011/7/5,9959.39,9995.17,9948.38,9972.46
2011/7/4,9980.16,10005.75,9940.47,9965.09
2011/7/1,9878.69,9900.57,9849.64,9868.07
2011/6/30,9838.09,9849.69,9785.89,9816.09
2011/6/29,9767.91,9797.26,9734.66,9797.26
2011/6/28,9668.01,9703.41,9632.54,9648.98
2011/6/27,9633.92,9638.49,9570.58,9578.31
2011/6/24,9626.43,9695.09,9609.24,9678.71
2011/6/23,9557.72,9652.41,9553.3,9596.74
2011/6/22,9525.25,9658.62,9525.25,9629.43
2011/6/21,9420.43,9459.66,9378.36,9459.66
2011/6/20,9383.24,9421.38,9346.76,9354.32
2011/6/17,9443.32,9447.44,9318.62,9351.4
2011/6/16,9478.63,9497.59,9411.28,9411.28
2011/6/15,9589.54,9599.9,9520.93,9574.32
2011/6/14,9446.84,9565.65,9438.41,9547.79
2011/6/13,9405.16,9466.51,9391.26,9448.21
2011/6/10,9536.84,9613.75,9493.05,9514.44
2011/6/9,9411.71,9472.41,9383.12,9467.15
2011/6/8,9428.62,9458.43,9394.74,9449.46
2011/6/7,9371.21,9454.66,9358.31,9442.95
2011/6/6,9467.37,9490.55,9359.78,9380.35
2011/6/3,9550.59,9603.03,9490.68,9492.21
2011/6/2,9560.63,9575.01,9517.28,9555.04
2011/6/1,9708.05,9720.73,9659.31,9719.61
2011/5/31,9500.6,9697.35,9497.4,9693.73
2011/5/30,9489.78,9540.02,9448,9504.97
2011/5/27,9514.16,9588.7,9493.44,9521.94
2011/5/26,9499.45,9567.46,9489.12,9562.05
2011/5/25,9492.43,9503.77,9415.33,9422.88
2011/5/24,9406.04,9490.35,9406.04,9477.17
2011/5/23,9547.86,9547.86,9437.87,9460.63
2011/5/20,9612.87,9670.92,9600.48,9607.08
2011/5/19,9711.32,9731.12,9600.81,9620.82
2011/5/18,9602.88,9693.6,9590.4,9662.08
2011/5/17,9513.5,9593.13,9502.39,9567.02
2011/5/16,9571.13,9598.33,9552.86,9558.3
2011/5/13,9751.45,9751.45,9552.93,9648.77
2011/5/12,9770.71,9836.71,9716.65,9716.65
2011/5/11,9912.48,9929.04,9842.67,9864.26
2011/5/10,9804.27,9853.13,9755.93,9818.76
2011/5/9,9881.67,9897.88,9776.74,9794.38
2011/5/6,9851.15,9876.1,9782.66,9859.2
2011/5/2,9964.39,10017.47,9936.27,10004.2
2011/4/28,9749.36,9849.74,9712.58,9849.74
2011/4/27,9631.53,9728.03,9630.37,9691.84
2011/4/26,9627.43,9627.43,9536.51,9558.69
2011/4/25,9705.9,9748.4,9657.24,9671.96
2011/4/22,9623,9732.63,9611.38,9682.21
2011/4/21,9686.27,9725.12,9643.92,9685.77
2011/4/20,9536.79,9631,9519.36,9606.82
2011/4/19,9448.65,9478.87,9405.19,9441.03
2011/4/18,9593.41,9608.92,9539.03,9556.65
2011/4/15,9646.22,9651.96,9577.96,9591.52
2011/4/14,9579.79,9676.97,9553.75,9653.92
2011/4/13,9516.5,9655.83,9516.5,9641.18
2011/4/12,9603.5,9603.64,9513.27,9555.26
2011/4/11,9731.32,9775.6,9700.75,9719.7
2011/4/8,9586.17,9804.28,9536.68,9768.08
2011/4/7,9652.65,9687.18,9578.47,9590.93
2011/4/6,9668.11,9671.46,9562.16,9584.37
2011/4/5,9732.26,9732.26,9566.05,9615.55
2011/4/4,9773.91,9808.6,9718.89,9718.89
2011/4/1,9757.28,9822.06,9698.6,9708.39
2011/3/31,9765.28,9765.81,9658.64,9755.1
2011/3/30,9489.51,9708.79,9479.03,9708.79
2011/3/29,9348.6,9502.23,9317.38,9459.08
2011/3/28,9541.76,9541.76,9405.2,9478.53
2011/3/25,9565.49,9569.71,9469.37,9536.13
2011/3/24,9479.77,9509.85,9418.71,9435.01
2011/3/23,9590.38,9592.4,9387.95,9449.47
2011/3/22,9403.05,9625.03,9395.85,9608.32
2011/3/18,9083.95,9275.6,9073.25,9206.75
2011/3/17,8913.35,9093.61,8639.56,8962.67
2011/3/16,8767.2,9168.51,8763.95,9093.72
2011/3/15,9441.66,9441.66,8227.63,8605.15
2011/3/14,10044.17,10049.92,9578.65,9620.49
2011/3/11,10298.64,10378.55,10254.43,10254.43
2011/3/10,10544.13,10549.17,10410.1,10434.38
2011/3/9,10607.23,10662.07,10563.82,10589.5
2011/3/8,10513.08,10565.1,10509.23,10525.19
2011/3/7,10626.97,10626.97,10472.51,10505.02
2011/3/4,10730.91,10768.43,10664.37,10693.66
2011/3/3,10529.77,10593.34,10522.4,10586.02
2011/3/2,10609.28,10629.5,10492.38,10492.38
2011/3/1,10676.24,10754.03,10672.91,10754.03
2011/2/28,10504.54,10628.76,10448.83,10624.09
2011/2/25,10475.78,10532.21,10454.46,10526.76
2011/2/24,10533.2,10542.7,10428.38,10452.71
2011/2/23,10588.82,10666.72,10569.93,10579.1
2011/2/22,10745.52,10761.22,10639.78,10664.7
2011/2/21,10820.78,10859.39,10789.41,10857.53
2011/2/18,10829.15,10862.43,10810.12,10842.8
2011/2/17,10882.91,10891.6,10820.48,10836.64
2011/2/16,10758.86,10842.31,10752.61,10808.29
2011/2/15,10738.81,10760.99,10712.49,10746.67
2011/2/14,10689.65,10725.54,10674.44,10725.54
2011/2/10,10574.8,10631.94,10570.62,10605.65
2011/2/9,10686.72,10701.92,10599.5,10617.83
2011/2/8,10645.03,10648.8,10623.7,10635.98
2011/2/7,10641.3,10644.21,10572.72,10592.04
2011/2/4,10526.39,10580.36,10524.13,10543.52
2011/2/3,10424.68,10450.46,10409.84,10431.36
2011/2/2,10368.48,10479.75,10366.96,10457.36
2011/2/1,10281.55,10299.38,10245.75,10274.5
2011/1/31,10219.98,10265.96,10182.57,10237.92
2011/1/28,10460.29,10480.08,10332.65,10360.34
2011/1/27,10466.34,10496.4,10421.75,10478.66
2011/1/26,10410.29,10440.35,10392.46,10401.9
2011/1/25,10374.64,10480.24,10355.8,10464.42
2011/1/24,10318.6,10347.94,10278.81,10345.11
2011/1/21,10459.04,10461.07,10257.99,10274.52
2011/1/20,10492.32,10505.63,10421.83,10437.31
2011/1/19,10567.88,10580.68,10534.02,10557.1
2011/1/18,10461.04,10548.21,10456.71,10518.98
2011/1/17,10562.09,10562.39,10482.69,10502.86
2011/1/14,10502.77,10579.97,10497.26,10499.04
2011/1/13,10593.46,10620.57,10565.28,10589.76
2011/1/12,10562.28,10576.51,10502.96,10512.8
2011/1/11,10484.62,10538.39,10476.29,10510.68
2011/1/7,10506.72,10550.71,10503.02,10541.04
2011/1/6,10477.52,10530.11,10477.52,10529.76
2011/1/5,10387.95,10413.45,10358.01,10380.77
2011/1/4,10352.19,10409.17,10321.28,10398.1
2010/12/30,10303.13,10315.47,10209.93,10228.92
2010/12/29,10282.84,10344.54,10276.61,10344.54
2010/12/28,10330.01,10340.84,10292.63,10292.63
2010/12/27,10292.84,10376.91,10292.84,10355.99
2010/12/24,10275.97,10290.89,10264.06,10279.19
2010/12/22,10348.48,10394.22,10327.6,10346.48
2010/12/21,10277.14,10372.51,10266.29,10370.53
2010/12/20,10296.55,10301.15,10182.74,10216.41
2010/12/17,10307.17,10327.42,10280.8,10303.83
2010/12/16,10297.55,10347.39,10282.54,10311.29
2010/12/15,10338.14,10340.69,10282.85,10309.78
2010/12/14,10272.7,10319.24,10267.22,10316.77
2010/12/13,10212.52,10293.89,10199.73,10293.89
2010/12/10,10373.7,10373.7,10194.27,10211.95
2010/12/9,10277.87,10298.25,10240.11,10285.88
2010/12/8,10200.16,10258.9,10184.32,10232.33
2010/12/7,10152.92,10167.1,10094.41,10141.1
2010/12/6,10175.23,10179.82,10143.58,10167.23
2010/12/3,10231.78,10254,10154.99,10178.32
2010/12/2,10151.15,10187.59,10143.08,10168.52
2010/12/1,9939.8,9988.05,9918.55,9988.05
2010/11/30,10070.31,10101.42,9937.04,9937.04
2010/11/29,10075.66,10149.94,10044.01,10125.99
2010/11/26,10078.09,10134.64,10039.56,10039.56
2010/11/25,10117.85,10123.27,10038.79,10079.76
2010/11/24,9942.54,10064.31,9904.92,10030.11
2010/11/22,10133.48,10157.97,10091.99,10115.19
2010/11/19,10124.84,10130.23,10019.08,10022.39
2010/11/18,9820.6,10013.63,9798.56,10013.63
2010/11/17,9693.21,9817.37,9693.21,9811.66
2010/11/16,9892.82,9908.3,9774.12,9797.1
2010/11/15,9782.11,9830.59,9744.99,9827.51
2010/11/12,9810.3,9851.42,9724.81,9724.81
2010/11/11,9878.11,9885.37,9834.82,9861.46
2010/11/10,9748.61,9842.9,9747.03,9830.52
2010/11/9,9667.44,9726.6,9659.86,9694.49
2010/11/8,9699.79,9737.01,9677.87,9732.92
2010/11/5,9500.6,9680.68,9497.45,9625.99
2010/11/4,9282.79,9377.76,9276.71,9358.78
2010/11/2,9140.28,9172.03,9123.62,9159.98
2010/11/1,9166.85,9258.32,9134.47,9154.72
2010/10/29,9327.25,9337.92,9179.15,9202.45
2010/10/28,9368.61,9413.68,9350.44,9366.03
2010/10/27,9436.01,9453.79,9329.86,9387.03
2010/10/26,9386.55,9455.04,9362.13,9377.38
2010/10/25,9424.44,9460.7,9392.68,9401.16
2010/10/22,9404.09,9457.62,9390.14,9426.71
2010/10/21,9443.95,9479.25,9326.78,9376.48
2010/10/20,9399.65,9402.05,9316.97,9381.6
2010/10/19,9490.09,9575.14,9489.68,9539.45
2010/10/18,9517.68,9564.85,9471.48,9498.49
2010/10/15,9551.21,9553.57,9478.64,9500.25
2010/10/14,9515.17,9614.44,9481.51,9583.51
2010/10/13,9473.78,9510.19,9393.52,9403.51
2010/10/12,9648.59,9650.2,9387.73,9388.64
2010/10/8,9675.59,9675.59,9588.88,9588.88
2010/10/7,9661.09,9716.92,9649.17,9684.81
2010/10/6,9588.47,9693.74,9567,9691.43
2010/10/5,9337.43,9538.35,9332.19,9518.76
2010/10/4,9410.92,9508.36,9358.82,9381.06
2010/10/1,9440.52,9470.36,9358.62,9404.23
2010/9/30,9554.83,9566.84,9369.35,9369.35
2010/9/29,9530.05,9600.93,9502.34,9559.38
2010/9/28,9547.03,9553.91,9471.35,9495.76
2010/9/27,9557.37,9613.47,9539.12,9603.14
2010/9/24,9435.04,9601.77,9415.96,9471.67
2010/9/22,9563.2,9625.41,9546.82,9566.32
2010/9/21,9700.88,9704.25,9579.83,9602.11
2010/9/17,9581.65,9643.28,9554.36,9626.09
2010/9/16,9613.89,9620.9,9479.63,9509.5
2010/9/15,9243.48,9578.53,9199.08,9516.56
2010/9/14,9319.5,9330.05,9258.18,9299.31
2010/9/13,9325.64,9390.9,9317.3,9321.82
2010/9/10,9132.25,9291.5,9132.25,9239.17
2010/9/9,9120.54,9136.26,9069.93,9098.39
2010/9/8,9098.86,9105.89,8997.63,9024.6
2010/9/7,9232.02,9311.02,9206.81,9226
2010/9/6,9199.99,9303,9173.38,9301.32
2010/9/3,9097.59,9141.09,9050.83,9114.13
2010/9/2,9069.62,9083.37,8958.81,9062.84
2010/9/1,8833.32,8932.15,8796.45,8927.02
2010/8/31,8998.8,9008.36,8819.26,8824.06
2010/8/30,9141.45,9280.7,9117.87,9149.26
2010/8/27,8811.47,9021.75,8810.46,8991.06
2010/8/26,8908.02,8910.62,8834.09,8906.48
2010/8/25,8904.44,8949.41,8807.41,8845.39
2010/8/24,9024.6,9069.22,8983.52,8995.14
2010/8/23,9147.24,9171.42,9090.96,9116.69
2010/8/20,9239.36,9287.5,9169.17,9179.38
2010/8/19,9242.84,9362.68,9242.84,9362.68
2010/8/18,9261.5,9280.59,9153.42,9240.54
2010/8/17,9089.85,9188.48,9084.24,9161.68
2010/8/16,9145.22,9210.97,9095.94,9196.67
2010/8/13,9214.81,9278.46,9163.25,9253.46
2010/8/12,9125.49,9212.59,9065.94,9212.59
2010/8/11,9423.03,9445.04,9283.6,9292.85
2010/8/10,9629.97,9667.04,9505.34,9551.05
2010/8/9,9535.51,9572.83,9523.63,9572.49
2010/8/6,9560.65,9658.04,9545.41,9642.12
2010/8/5,9640.34,9688.87,9578.31,9653.92
2010/8/4,9606.82,9613.13,9474.67,9489.34
2010/8/3,9716.57,9750.88,9632.86,9694.01
2010/8/2,9574.64,9676.41,9548.86,9570.31
2010/7/30,9658.61,9658.61,9505.64,9537.3
2010/7/29,9653.51,9732.76,9648.97,9696.02
2010/7/28,9614.47,9760.31,9614.47,9753.27
2010/7/27,9512.67,9541.59,9487.65,9496.85
2010/7/26,9520.73,9561.82,9493.61,9503.66
2010/7/23,9380.12,9474.11,9367.3,9430.96
2010/7/22,9216.28,9254.19,9176.12,9220.88
2010/7/21,9404.07,9404.07,9230.84,9278.83
2010/7/20,9267.24,9378.91,9247.76,9300.46
2010/7/16,9600.88,9636.84,9392.21,9408.36
2010/7/15,9701.14,9726.94,9667,9685.53
2010/7/14,9707.5,9807.36,9693.33,9795.24
2010/7/13,9592.87,9629.98,9502.24,9537.23
2010/7/12,9540.47,9632.89,9533.56,9548.11
2010/7/9,9601.62,9610.59,9516.97,9585.32
2010/7/8,9462.82,9545.99,9456.19,9535.74
2010/7/7,9322.56,9329.64,9223.8,9279.65
2010/7/6,9158.28,9351.11,9091.7,9338.04
2010/7/5,9230,9282.9,9213.79,9266.78
2010/7/2,9234.56,9259.14,9160.47,9203.71
2010/7/1,9296.86,9297.45,9147.68,9191.6
2010/6/30,9396.45,9420.14,9347.07,9382.64
2010/6/29,9718.4,9760.02,9548.98,9570.67
2010/6/28,9758.91,9762.23,9679.17,9693.94
2010/6/25,9778.7,9794.98,9697.87,9737.48
2010/6/24,9902.62,10009.37,9893.75,9928.34
2010/6/23,9973,9975.01,9912.8,9923.7
2010/6/22,10131.91,10183.89,10105.48,10112.89
2010/6/21,10109.27,10251.9,10109.27,10238.01
2010/6/18,10027.98,10029.11,9965.16,9995.02
2010/6/17,10009.25,10053.45,9989.21,9999.4
2010/6/16,10043.1,10109.86,10033.24,10067.15
2010/6/15,9845.65,9911.73,9826.44,9887.89
2010/6/14,9824.93,9882.05,9819.95,9879.85
2010/6/11,9701.32,9764.73,9673.6,9705.25
2010/6/10,9476.78,9544.04,9437.47,9542.65
2010/6/9,9475.57,9487.91,9378.23,9439.13
2010/6/8,9448.79,9587.65,9434.81,9537.94
2010/6/7,9705.36,9714.42,9502.62,9520.8
2010/6/4,9909.24,9962.42,9868.09,9901.19
2010/6/3,9758.82,9920.18,9758.82,9914.19
2010/6/2,9604.45,9763.41,9560.16,9603.24
2010/6/1,9747.26,9747.26,9658.44,9711.83
2010/5/31,9735.47,9831.73,9728.42,9768.7
2010/5/28,9806.06,9824.85,9699.14,9762.98
2010/5/27,9419.3,9642.16,9395.29,9639.72
2010/5/26,9567.35,9622.4,9477.45,9522.66
2010/5/25,9632.14,9642.6,9432.09,9459.89
2010/5/24,9754.99,9793.46,9693.07,9758.4
2010/5/21,9823.84,9829.36,9696.63,9784.54
2010/5/20,10121.85,10161.7,9999.59,10030.31
2010/5/19,10087.33,10186.84,10041.93,10186.84
2010/5/18,10313.14,10336.53,10197.74,10242.64
2010/5/17,10329.37,10331.87,10158.3,10235.76
2010/5/14,10453.4,10551.69,10390.77,10462.51
2010/5/13,10542.77,10638.23,10535.94,10620.55
2010/5/12,10465.03,10501.72,10345.19,10394.03
2010/5/11,10643.24,10643.28,10392.47,10411.1
2010/5/10,10399.05,10540.52,10362.34,10530.7
2010/5/7,10472.7,10472.77,10257.32,10364.59
2010/5/6,10847.9,10847.9,10682.61,10695.69
2010/4/30,11062.12,11092.52,11035.27,11057.4
2010/4/28,11005.51,11008.88,10882.4,10924.79
2010/4/27,11109.26,11213.45,11108.72,11212.66
2010/4/26,11039.59,11165.79,11035.66,11165.79
2010/4/23,10930.9,10967.12,10865.92,10914.46
2010/4/22,10988.01,10989.62,10866.23,10949.09
2010/4/21,11031.79,11093.3,11023.88,11090.05
2010/4/20,10960.11,10999.57,10890.82,10900.68
2010/4/19,10929.64,10953.9,10878.99,10908.77
2010/4/16,11230.53,11230.53,11084.72,11102.18
2010/4/15,11310.07,11316.66,11255.8,11273.79
2010/4/14,11213.46,11270.2,11161.01,11204.9
2010/4/13,11202.92,11212.65,11088.48,11161.23
2010/4/12,11300.79,11351.55,11248.57,11251.9
2010/4/9,11174.62,11204.87,11148.8,11204.34
2010/4/8,11179.67,11232.36,11159.45,11168.2
2010/4/7,11296.31,11350.57,11260.42,11292.83
2010/4/6,11350.7,11358.45,11217.25,11282.32
2010/4/5,11380.63,11408.17,11306.62,11339.3
2010/4/2,11274.18,11313.98,11235.98,11286.09
2010/4/1,11178.92,11272.73,11118.18,11244.4
2010/3/31,11138.72,11147.62,11085.55,11089.94
2010/3/30,11022.2,11108.82,11003.35,11097.14
2010/3/29,10909.98,10990.75,10901.2,10986.47
2010/3/26,10895.29,11001.59,10889.33,10996.37
2010/3/25,10857.81,10872.45,10808.71,10828.85
2010/3/24,10829.36,10880.62,10769.18,10815.03
2010/3/23,10793.05,10817.78,10766.65,10774.15
2010/3/19,10785.88,10826.76,10775.57,10824.72
2010/3/18,10841.71,10845.73,10731.66,10744.03
2010/3/17,10789.24,10864.3,10761.89,10846.98
2010/3/16,10718.63,10776.52,10716.2,10721.71
2010/3/15,10802.11,10808.84,10708.97,10751.98
2010/3/12,10777.49,10777.49,10699.3,10751.26
2010/3/11,10627.99,10664.95,10588.86,10664.95
2010/3/10,10555.85,10588.69,10547.34,10563.92
2010/3/9,10567.32,10593.27,10542.81,10567.65
2010/3/8,10538.12,10586.97,10514.28,10585.92
2010/3/5,10254.61,10376.41,10254.61,10368.96
2010/3/4,10255.69,10263.48,10134.37,10145.72
2010/3/3,10193.95,10274.09,10186.68,10253.14
2010/3/2,10199.19,10238.96,10150.3,10221.84
2010/3/1,10128.73,10215.15,10116.86,10172.06
2010/2/26,10107.08,10171.22,10085.13,10126.03
2010/2/25,10256.1,10267.43,10087.21,10101.96
2010/2/24,10205.15,10243.2,10129.65,10198.83
2010/2/23,10327.64,10375.55,10280.33,10352.1
2010/2/22,10302.07,10449.75,10298.15,10400.47
2010/2/19,10334.4,10354.42,10123.58,10123.58
2010/2/18,10324.98,10340.38,10285.05,10335.69
2010/2/17,10161.72,10306.83,10150.24,10306.83
2010/2/16,10044.53,10062.27,10019.43,10034.25
2010/2/15,10097.82,10119.47,10012.53,10013.3
2010/2/12,10085.35,10099.46,10014.5,10092.19
2010/2/10,10024.26,10049.87,9963.99,9963.99
2010/2/9,9876.61,9956.79,9867.39,9932.9
2010/2/8,10007.47,10063.53,9942.05,9951.82
2010/2/5,10162.34,10166.3,10036.33,10057.09
2010/2/4,10434.52,10438.41,10279.57,10355.98
2010/2/3,10428.12,10436.52,10356.03,10404.33
2010/2/2,10310.98,10396.48,10287.74,10371.09
2010/2/1,10212.36,10224.83,10129.91,10205.02
2010/1/29,10308.05,10324.37,10198.04,10198.04
2010/1/28,10309.73,10462.7,10296.98,10414.29
2010/1/27,10344.07,10373.82,10252.08,10252.08
2010/1/26,10506.15,10566.49,10324.98,10325.28
2010/1/25,10478.31,10557.64,10414.58,10512.69
2010/1/22,10740.21,10768.07,10528.33,10590.55
2010/1/21,10704.79,10886.64,10649.84,10868.41
2010/1/20,10834.91,10860.93,10724.57,10737.52
2010/1/19,10866.83,10866.83,10749.47,10764.9
2010/1/18,10887.61,10895.1,10781.03,10855.08
2010/1/15,10917.41,10982.1,10878.83,10982.1
2010/1/14,10778.07,10909.94,10774.25,10907.68
2010/1/13,10795.48,10866.62,10729.86,10735.03
2010/1/12,10770.35,10905.39,10763.68,10879.14
2010/1/8,10743.3,10816.45,10677.56,10798.32
2010/1/7,10742.75,10774,10636.67,10681.66
2010/1/6,10709.55,10768.61,10661.17,10731.45
2010/1/5,10719.44,10791.04,10655.57,10681.83
2010/1/4,10609.34,10694.49,10608.14,10654.79
2009/12/30,10707.51,10707.51,10546.44,10546.44
2009/12/29,10611.85,10683.12,10597.41,10638.06
2009/12/28,10521.81,10652.99,10513.55,10634.23
2009/12/25,10546.97,10546.97,10476.65,10494.71
2009/12/24,10413.37,10558.41,10413.37,10536.92
2009/12/22,10256,10378.03,10235.22,10378.03
2009/12/21,10196.71,10215.49,10183.47,10183.47
2009/12/18,10110.64,10157.25,10027.85,10142.05
2009/12/17,10199.92,10260.12,10163.8,10163.8
2009/12/16,10179.33,10222.22,10117.12,10177.41
2009/12/15,10053.45,10111.76,10033.9,10083.48
2009/12/14,10126.61,10126.61,10009.6,10105.68
2009/12/11,9958,10107.87,9916.21,10107.87
2009/12/10,9964.05,10035.92,9834.22,9862.82
2009/12/9,10048.94,10048.94,9985.97,10004.72
2009/12/8,10079.81,10149.32,10079.81,10140.47
2009/12/7,10131.9,10204.58,10106.31,10167.6
2009/12/4,10019.24,10022.59,9902.83,10022.59
2009/12/3,9707.02,9977.67,9707.02,9977.67
2009/12/2,9551.79,9643.32,9514.15,9608.94
2009/12/1,9281.82,9572.2,9233.2,9572.2
2009/11/30,9189.17,9353.74,9162.18,9345.55
2009/11/27,9257.2,9257.2,9076.41,9081.52
2009/11/26,9354.8,9457.24,9324.99,9383.24
2009/11/25,9381.9,9453.7,9366.33,9441.64
2009/11/24,9511,9511,9397.79,9401.58
2009/11/20,9460.21,9513.6,9423.66,9497.68
2009/11/19,9691.86,9691.86,9496.07,9549.47
2009/11/18,9723.23,9788.81,9631.83,9676.8
2009/11/17,9834.58,9847.64,9715.28,9729.93
2009/11/16,9784.14,9802.53,9725.81,9791.18
2009/11/13,9793.19,9805.2,9719.38,9770.31
2009/11/12,9921.45,9943.57,9788.49,9804.49
2009/11/11,9890.18,9949.71,9849.99,9871.68
2009/11/10,9904.68,9979.46,9857.1,9870.73
2009/11/9,9777.64,9845.9,9731.59,9808.99
2009/11/6,9812.73,9849.72,9767,9789.35
2009/11/5,9803.5,9825.82,9691.69,9717.44
2009/11/4,9785.28,9845,9767.91,9844.31
2009/11/2,9903.77,9904.61,9736.14,9802.95
2009/10/30,10006.84,10049.59,9984.33,10034.74
2009/10/29,9941.57,9945.41,9850.12,9891.1
2009/10/28,10182.14,10209.2,10060.39,10075.05
2009/10/27,10283.46,10290.92,10201.93,10212.46
2009/10/26,10271.84,10397.69,10250.84,10362.62
2009/10/23,10335.34,10364.17,10271.71,10282.99
2009/10/22,10251.09,10274.61,10159.66,10267.17
2009/10/21,10292.39,10350.45,10292.39,10333.39
2009/10/20,10329.3,10357.59,10307.59,10336.84
2009/10/19,10179.46,10264.44,10125.33,10236.51
2009/10/16,10276.4,10290.31,10216.14,10257.56
2009/10/15,10194.91,10272.62,10184.81,10238.65
2009/10/14,10096.01,10096.01,10016.24,10060.21
2009/10/13,10066.85,10116.72,10039.62,10076.56
2009/10/9,9893.63,10016.39,9857.39,10016.39
2009/10/8,9806.03,9863.34,9746.15,9832.47
2009/10/7,9750.24,9821.74,9735.68,9799.6
2009/10/6,9744.42,9744.42,9628.67,9691.8
2009/10/5,9733.07,9751.56,9669.31,9674.49
2009/10/2,9848.07,9852.17,9714.18,9731.87
2009/10/1,10072.64,10077.22,9965.06,9978.64
2009/9/30,10105.17,10138.04,10063.69,10133.23
2009/9/29,10089.11,10125.88,10059.87,10100.2
2009/9/28,10136.24,10151.6,9971.05,10009.52
2009/9/25,10395.45,10395.45,10228.6,10265.98
2009/9/24,10405.53,10566.98,10386.88,10544.22
2009/9/18,10379.21,10399.42,10292.5,10370.54
2009/9/17,10373.25,10443.8,10340.14,10443.8
2009/9/16,10288.72,10394.56,10247.24,10270.77
2009/9/15,10255.73,10292.47,10183.3,10217.62
2009/9/14,10388.32,10388.32,10170.74,10202.06
2009/9/11,10519.33,10522.23,10407.97,10444.33
2009/9/10,10385.35,10521.14,10382.99,10513.67
2009/9/9,10343.8,10390.25,10249.11,10312.14
2009/9/8,10353.51,10393.23,10300.5,10393.23
2009/9/7,10288.56,10326.45,10274.38,10320.94
2009/9/4,10256.49,10256.49,10143.26,10187.11
2009/9/3,10240.02,10290.83,10185.38,10214.64
2009/9/2,10378.08,10378.08,10215.6,10280.46
2009/9/1,10453.37,10577.19,10438.51,10530.06
2009/8/31,10608.16,10767,10423.9,10492.53
2009/8/28,10546.88,10560.44,10471.63,10534.14
2009/8/27,10570.78,10575.79,10400.83,10473.97
2009/8/26,10554.44,10668.74,10526.51,10639.71
2009/8/25,10515.57,10566.31,10469.69,10497.36
2009/8/24,10389.57,10591,10388.78,10581.05
2009/8/21,10375.22,10375.22,10142.22,10238.2
2009/8/20,10254.53,10407.3,10204.26,10383.41
2009/8/19,10269.97,10327.17,10195.11,10204
2009/8/18,10208.12,10325.06,10181.1,10284.96
2009/8/17,10521.02,10521.02,10268.61,10268.61
2009/8/14,10551.33,10630.38,10539.43,10597.33
2009/8/13,10508.09,10556.28,10489.12,10517.19
2009/8/12,10486.36,10526.35,10434.09,10435
2009/8/11,10514.74,10587.36,10512.21,10585.46
2009/8/10,10530.62,10585.37,10487.7,10524.26
2009/8/7,10365.71,10412.09,10249.04,10412.09
2009/8/6,10266.01,10426.14,10266.01,10388.09
2009/8/5,10405.05,10406.1,10252.53,10252.53
2009/8/4,10438.4,10479.19,10358.48,10375.01
2009/8/3,10355.23,10380.57,10322,10352.47
2009/7/31,10275.14,10359.07,10259.57,10356.83
2009/7/30,10155.71,10169.68,10067.51,10165.21
2009/7/29,10035.91,10161.95,10035.91,10113.24
2009/7/28,10116.89,10116.89,10049.63,10087.26
2009/7/27,10020.87,10179.59,10015.11,10088.66
2009/7/24,9909.4,9950.04,9863.87,9944.55
2009/7/23,9712.1,9861.29,9703.84,9792.94
2009/7/22,9642.79,9750.63,9608.77,9723.16
2009/7/21,9512.52,9652.02,9508.92,9652.02
2009/7/17,9413.86,9420.61,9360.59,9395.32
2009/7/16,9393.98,9489.67,9317.11,9344.16
2009/7/15,9307.45,9333.64,9250.73,9269.25
2009/7/14,9173.14,9284.38,9166.63,9261.81
2009/7/13,9242.13,9343.86,9050.33,9050.33
2009/7/10,9338.76,9370.15,9265.24,9287.28
2009/7/9,9342.33,9384.24,9291.06,9291.06
2009/7/8,9548.81,9557.39,9407.98,9420.75
2009/7/7,9713.62,9734.43,9619.68,9647.79
2009/7/6,9738.49,9771.76,9650.75,9680.87
2009/7/3,9751.69,9816.07,9691.16,9816.07
2009/7/2,9993.77,9993.77,9869.54,9876.15
2009/7/1,9889.34,10086.18,9874,9939.93
2009/6/30,9896.56,10000.3,9894.95,9958.44
2009/6/29,9866.28,9943.83,9748.73,9783.47
2009/6/26,9852.92,9893,9793.95,9877.39
2009/6/25,9628.18,9871.14,9619.02,9796.08
2009/6/24,9596.78,9624.41,9534.24,9590.32
2009/6/23,9695.76,9712.09,9511.45,9549.61
2009/6/22,9788.07,9887.13,9763.37,9826.27
2009/6/19,9757.85,9822.83,9703.87,9786.26
2009/6/18,9778.35,9778.35,9649.83,9703.72
2009/6/17,9705.73,9845.52,9705.73,9840.85
2009/6/16,9914.4,9941.5,9752.88,9752.88
2009/6/15,10126.55,10126.55,10029.59,10039.67
2009/6/12,10088.21,10170.82,10050.96,10135.82
